author,date,comment
Kim Snaith,2021-11-17T00:00:00.000Z,"If you enjoy casual adventuring and games that you can take at your own pace, A Short Hike is not to be missed. It may be short in name and in nature, but every moment you spend with it will warm your soul. Don’t rush to the finish line – enjoy the journey and make the most of what you discover along the way. It’s a life lesson we should all take to heart."
Graham Banas,2021-11-17T00:00:00.000Z,"Ultimately, the extra bits draped around the core experience are the real star, offering up a helping of charm and wit that help sell the title as a cosy little experience worth your time, even if you might not have much cause to return to it once you’re done."
Heidi Hawes,2021-11-16T00:00:00.000Z,"I truly cannot recommend A Short Hike enough. The trailer is both misleading and yet also tells you exactly what you can expect. The experience you have and what you’ll get out of it is up to you. If you skimp on the side stuff and only focus on getting to the top of the mountain, then you’ll probably feel disappointed, especially since you can do so in under an hour. If you take your time fully exploring the island and helping the locals, then you’ll discovery a surprisingly rich and rewarding experience. A Short Hike is a journey you won’t soon forget."
Patrick Schmees,2021-01-20T00:00:00.000Z,"No pun intended, A Short Hike’s main hike up to the summit of Hawk Peak is brief, taking only around 1-2 hours to complete. Despite a short storyline, there are plenty of side quests and activities to explore off the beaten path. Moreover, the game provides a tranquil and low-stress experience with the aid of flight and a beautiful soundtrack. In short, A Short Hike is worth exploring as a way to get away and unwind from a busy world and its cell phone signals."
Achi Ikeda,2020-12-02T00:00:00.000Z,"Though A Short Hike doesn’t bring much new to the table (many elements will feel similar to Journey, Celeste, The Legend of Zelda: Breath of the Wild, Animal Crossing, or Stardew Valley), the game combines familiar mechanics so well that A Short Hike, despite a few small drawbacks, is a well put together, relaxing game you shouldn’t miss out on."
Mauro Ferrante,2020-09-12T00:00:00.000Z,A small gem that tells the story of its developer and let player experience a short-yet-incredibly fascinating adventure.
Yvonne van Geloven,2020-09-10T00:00:00.000Z,"A Short Hike offers a wholesome experience for a small price. Though the game is short, it’s worth every penny. Put yourself in Claires shoes (do bluebirds wear shoes?) and explore this lovely landscape. Meet all kinds of characters and help them in their quest. Most of all: glide through the air, truly as free as a bird!"
Mitch Gardner,2020-09-07T00:00:00.000Z,"Although A Short Hike is — as the name suggests — a rather short game, its combination of humour and emotion captures the player in a way that many AAA games fail to. If you’ve got a spare $10 and a couple of hours to kill, definitely pick up A Short Hike for the Nintendo Switch!"
Raoni Mendes Pinheiro,2020-09-03T00:00:00.000Z,"A Short Hike is short and sweet, just like a tiny chocolate bar. You know that each bite will be worth it, but the experience definitely lasts for a short time. Going beyond a ""mere"" video game, A Short Hike resembles a poem or an interactive work of art at different times, while still managing to be a legitimately fun game in the process."
Chan Khee Hoon,2020-09-01T00:00:00.000Z,"With gentle, idyllic charm, A Short Hike is a delightful vignette about the joys of hiking and meeting new friends."
Marco Mottura,2020-08-29T00:00:00.000Z,"A Short Hike is a delightful experience: simple, contained, collected in ambition, yet so rich in character and emotion. Thanks to a very valuable artistic direction, a level soundtrack, brilliant controls and remarkable writing, Adam Robinson-Yu's small great experiment proves to be a bon-bon of gameplay style: the trip that anyone should give themselves (also because the cost is literally that of a pizza ...) at the end of a strange and different summer. Unmissable, see you up there, at the top."
Stuart Gipp,2020-08-29T00:00:00.000Z,A landmark game for all ages. Don't miss this one.
João Canelo,2020-08-25T00:00:00.000Z,"Chill, relaxed and, like the name suggests, short."
Trevor Gould,2020-08-24T00:00:00.000Z,"A Short Hike is a game the whole family can love. It's an homage to classics while still very much it's own release. There is much to explore, fun characters to interact with, and the entirety of the title just had me smiling. Carve out a couple of hours in your day, curl up with some 'Strawberries and Toast,' and give A Short Hike a play. You won't regret it."
Willem Hilhorst,2020-08-22T00:00:00.000Z,"It's perfect for new players, looking to play something for a short while, but also respects experienced players by giving them the freedom to play the game however they choose. The charm the game brings to the table is reason enough for me to return time and time again to this world. It's a feel-good zenlike game and I'm so incredibly happy that I can now return to this world at any time on the Switch. Finally it is only A Short Hike away."
Ari Sadler,2020-08-19T00:00:00.000Z,When you play A Short Hike to its fullest you receive a wholesome experience. This is a positive game with positive characters and positive metaphors that I will admit are a bit on the nose.
Heather Johnson,2020-07-13T00:00:00.000Z,"A Short Hike stayed in my backlog for far too long, but the truth is, there wasn’t a better time than now to play it. With quarantine canceling many summer vacations, those of us trapped in urban jungles have likely been longing for the beauty of the wild outdoors. Even in its low-poly form, A Short Hike delivers on the experience, healing players in a way that only the feel of nature can."
Jose Antonio Calvo Ceniceros,2020-04-14T00:00:00.000Z,"The saying goes: big perfumes in small bottles. With its special and welcoming proposal, A Short Hike offers exploration, a stimulating environment, calm and a great charisma in its places, characters and situations. A simple-looking game that keeps a caring and loving engine under the hood of its experience of just over two hours, in a journey that many will want to extend and return in more moments, as happens with the special corners of our lives."
